adm0_name,phase3,phase4,phase5,phase35,chtype,exercise_label,exercise_year
Nigeria,2486,0,0,2486,current,Jan-May,2020
Nigeria,2688,0,0,2688,current,Jan-May,2020
Nigeria,2290,0,0,2290,current,Jan-May,2020
Nigeria,2493,0,0,2493,current,Jan-May,2020
Nigeria,3238,0,0,3238,current,Jan-May,2020
Nigeria,1074,0,0,1074,current,Jan-May,2020
Nigeria,1610,0,0,1610,current,Jan-May,2020
Nigeria,3855,0,0,3855,current,Jan-May,2020
Nigeria,2849,0,0,2849,current,Jan-May,2020
Nigeria,3456,0,0,3456,current,Jan-May,2020
Nigeria,1673,0,0,1673,current,Jan-May,2020
Nigeria,2449,0,0,2449,current,Jan-May,2020
Nigeria,2254,0,0,2254,current,Jan-May,2020
Nigeria,2679,0,0,2679,current,Jan-May,2020
Nigeria,2419,0,0,2419,current,Jan-May,2020
Nigeria,1931,0,0,1931,current,Jan-May,2020
Nigeria,2073,0,0,2073,current,Jan-May,2020
Nigeria,1655,0,0,1655,current,Jan-May,2020
Nigeria,1522,0,0,1522,current,Jan-May,2020
Nigeria,3902,0,0,3902,current,Jan-May,2020
Nigeria,1883,0,0,1883,current,Jan-May,2020
Nigeria,2811,0,0,2811,current,Jan-May,2020
Nigeria,2406,0,0,2406,current,Jan-May,2020
Nigeria,9171,0,0,9171,current,Jan-May,2020
Nigeria,2840,0,0,2840,current,Jan-May,2020
Nigeria,7332,0,0,7332,current,Jan-May,2020
Nigeria,7923,0,0,7923,current,Jan-May,2020
Nigeria,6712,0,0,6712,current,Jan-May,2020
Nigeria,5050,0,0,5050,current,Jan-May,2020
Nigeria,3733,0,0,3733,current,Jan-May,2020
Nigeria,6217,0,0,6217,current,Jan-May,2020
Nigeria,2399,0,0,2399,current,Jan-May,2020
Nigeria,4387,0,0,4387,current,Jan-May,2020
Nigeria,3106,0,0,3106,current,Jan-May,2020
Nigeria,3758,0,0,3758,current,Jan-May,2020
Nigeria,4705,0,0,4705,current,Jan-May,2020
Nigeria,5169,0,0,5169,current,Jan-May,2020
Nigeria,2260,0,0,2260,current,Jan-May,2020
Nigeria,3936,0,0,3936,current,Jan-May,2020
Nigeria,3850,0,0,3850,current,Jan-May,2020
Nigeria,2792,0,0,2792,current,Jan-May,2020
Nigeria,5618,0,0,5618,current,Jan-May,2020
Nigeria,5690,0,0,5690,current,Jan-May,2020
Nigeria,6047,0,0,6047,current,Jan-May,2020
Nigeria,3514,0,0,3514,current,Jan-May,2020
Nigeria,7188,0,0,7188,current,Jan-May,2020
Nigeria,4416,0,0,4416,current,Jan-May,2020
Nigeria,4484,0,0,4484,current,Jan-May,2020
Nigeria,3039,0,0,3039,current,Jan-May,2020
Nigeria,12168,0,0,12168,current,Jan-May,2020
Nigeria,5597,0,0,5597,current,Jan-May,2020
Nigeria,6844,0,0,6844,current,Jan-May,2020
Nigeria,8958,0,0,8958,current,Jan-May,2020
Nigeria,3847,0,0,3847,current,Jan-May,2020
Nigeria,7013,0,0,7013,current,Jan-May,2020
Nigeria,7871,0,0,7871,current,Jan-May,2020
Nigeria,8011,0,0,8011,current,Jan-May,2020
Nigeria,3617,0,0,3617,current,Jan-May,2020
Nigeria,3808,0,0,3808,current,Jan-May,2020
Nigeria,2770,0,0,2770,current,Jan-May,2020
Nigeria,3840,0,0,3840,current,Jan-May,2020
Nigeria,3037,0,0,3037,current,Jan-May,2020
Nigeria,4993,0,0,4993,current,Jan-May,2020
Nigeria,28263,0,0,28263,current,Jan-May,2020
Nigeria,26049,0,0,26049,current,Jan-May,2020
Nigeria,18493,0,0,18493,current,Jan-May,2020
Nigeria,28261,0,0,28261,current,Jan-May,2020
Nigeria,29866,0,0,29866,current,Jan-May,2020
Nigeria,35669,0,0,35669,current,Jan-May,2020
Nigeria,39450,0,0,39450,current,Jan-May,2020
Nigeria,5237,0,0,5237,current,Jan-May,2020
Nigeria,3459,0,0,3459,current,Jan-May,2020
Nigeria,37815,0,0,37815,current,Jan-May,2020
Nigeria,5138,0,0,5138,current,Jan-May,2020
Nigeria,7126,0,0,7126,current,Jan-May,2020
Nigeria,41024,0,0,41024,current,Jan-May,2020
Nigeria,25875,0,0,25875,current,Jan-May,2020
Nigeria,32323,0,0,32323,current,Jan-May,2020
Nigeria,7116,0,0,7116,current,Jan-May,2020
Nigeria,13850,0,0,13850,current,Jan-May,2020
Nigeria,30342,0,0,30342,current,Jan-May,2020
Nigeria,7300,0,0,7300,current,Jan-May,2020
Nigeria,15520,0,0,15520,current,Jan-May,2020
Nigeria,21349,0,0,21349,current,Jan-May,2020
Nigeria,34961,0,0,34961,current,Jan-May,2020
Nigeria,50332,0,0,50332,current,Jan-May,2020
Nigeria,58239,0,0,58239,current,Jan-May,2020
Nigeria,58239,0,0,58239,current,Jan-May,2020
Nigeria,49291,0,0,49291,current,Jan-May,2020
Nigeria,54450,0,0,54450,current,Jan-May,2020
Nigeria,14846,0,0,14846,current,Jan-May,2020
Nigeria,5850,0,0,5850,current,Jan-May,2020
Nigeria,8434,0,0,8434,current,Jan-May,2020
Nigeria,4175,0,0,4175,current,Jan-May,2020
Nigeria,10207,0,0,10207,current,Jan-May,2020
Nigeria,4404,0,0,4404,current,Jan-May,2020
Nigeria,8754,0,0,8754,current,Jan-May,2020
Nigeria,8748,0,0,8748,current,Jan-May,2020
Nigeria,12228,0,0,12228,current,Jan-May,2020
Nigeria,7029,0,0,7029,current,Jan-May,2020
Nigeria,12538,0,0,12538,current,Jan-May,2020
Nigeria,11383,0,0,11383,current,Jan-May,2020
Nigeria,10761,0,0,10761,current,Jan-May,2020
Nigeria,7870,0,0,7870,current,Jan-May,2020
Nigeria,9972,0,0,9972,current,Jan-May,2020
Nigeria,6827,0,0,6827,current,Jan-May,2020
Nigeria,14376,0,0,14376,current,Jan-May,2020
Nigeria,26617,0,0,26617,current,Jan-May,2020
Nigeria,14332,0,0,14332,current,Jan-May,2020
Nigeria,12718,0,0,12718,current,Jan-May,2020
Nigeria,7540,0,0,7540,current,Jan-May,2020
Nigeria,17945,0,0,17945,current,Jan-May,2020
Nigeria,22744,0,0,22744,current,Jan-May,2020
Nigeria,18712,0,0,18712,current,Jan-May,2020
Nigeria,9095,0,0,9095,current,Jan-May,2020
Nigeria,8751,0,0,8751,current,Jan-May,2020
Nigeria,23597,0,0,23597,current,Jan-May,2020
Nigeria,37908,0,0,37908,current,Jan-May,2020
Nigeria,14101,0,0,14101,current,Jan-May,2020
Nigeria,23141,0,0,23141,current,Jan-May,2020
Nigeria,8381,0,0,8381,current,Jan-May,2020
Nigeria,13959,0,0,13959,current,Jan-May,2020
Nigeria,5134,0,0,5134,current,Jan-May,2020
Nigeria,8845,0,0,8845,current,Jan-May,2020
Nigeria,6689,0,0,6689,current,Jan-May,2020
Nigeria,7824,0,0,7824,current,Jan-May,2020
Nigeria,6712,0,0,6712,current,Jan-May,2020
Nigeria,5836,0,0,5836,current,Jan-May,2020
Nigeria,4867,0,0,4867,current,Jan-May,2020
Nigeria,3501,0,0,3501,current,Jan-May,2020
Nigeria,6995,0,0,6995,current,Jan-May,2020
Nigeria,3285,0,0,3285,current,Jan-May,2020
Nigeria,4422,0,0,4422,current,Jan-May,2020
Nigeria,3134,0,0,3134,current,Jan-May,2020
Nigeria,5013,0,0,5013,current,Jan-May,2020
Nigeria,5486,0,0,5486,current,Jan-May,2020
Nigeria,5963,0,0,5963,current,Jan-May,2020
Nigeria,6099,0,0,6099,current,Jan-May,2020
Nigeria,5545,0,0,5545,current,Jan-May,2020
Nigeria,4788,0,0,4788,current,Jan-May,2020
Nigeria,5147,0,0,5147,current,Jan-May,2020
Nigeria,6592,0,0,6592,current,Jan-May,2020
Nigeria,4578,0,0,4578,current,Jan-May,2020
Nigeria,4405,0,0,4405,current,Jan-May,2020
Nigeria,8491,0,0,8491,current,Jan-May,2020
Nigeria,4712,0,0,4712,current,Jan-May,2020
Nigeria,7233,0,0,7233,current,Jan-May,2020
Nigeria,7957,0,0,7957,current,Jan-May,2020
Nigeria,6440,0,0,6440,current,Jan-May,2020
Nigeria,7267,0,0,7267,current,Jan-May,2020
Nigeria,5995,0,0,5995,current,Jan-May,2020
Nigeria,38994,0,0,38994,current,Jan-May,2020
Nigeria,57940,0,0,57940,current,Jan-May,2020
Nigeria,44132,0,0,44132,current,Jan-May,2020
Nigeria,40217,0,0,40217,current,Jan-May,2020
Nigeria,5756,0,0,5756,current,Jan-May,2020
Nigeria,14129,0,0,14129,current,Jan-May,2020
Nigeria,15998,0,0,15998,current,Jan-May,2020
Nigeria,15462,0,0,15462,current,Jan-May,2020
Nigeria,15939,0,0,15939,current,Jan-May,2020
Nigeria,16262,0,0,16262,current,Jan-May,2020
Nigeria,90416,0,0,90416,current,Jan-May,2020
Nigeria,12706,6353,0,19059,current,Jan-May,2020
Nigeria,27517,0,0,27517,current,Jan-May,2020
Nigeria,44948,7817,0,52764,current,Jan-May,2020
Nigeria,16782,0,0,16782,current,Jan-May,2020
Nigeria,26107,0,0,26107,current,Jan-May,2020
Nigeria,15808,0,0,15808,current,Jan-May,2020
Nigeria,58105,11621,0,69726,current,Jan-May,2020
Nigeria,23524,4705,0,28228,current,Jan-May,2020
Nigeria,45142,30697,0,75839,current,Jan-May,2020
Nigeria,24039,9118,0,33157,current,Jan-May,2020
Nigeria,76497,38248,0,114745,current,Jan-May,2020
Nigeria,20204,0,0,20204,current,Jan-May,2020
Nigeria,87555,0,0,87555,current,Jan-May,2020
Nigeria,43911,21328,0,65239,current,Jan-May,2020
Nigeria,46794,11698,0,58492,current,Jan-May,2020
Nigeria,76076,21397,0,97473,current,Jan-May,2020
Nigeria,44235,5529,0,49764,current,Jan-May,2020
Nigeria,13566,0,0,13566,current,Jan-May,2020
Nigeria,22369,4709,0,27079,current,Jan-May,2020
Nigeria,101544,46655,0,148200,current,Jan-May,2020
Nigeria,9713,6070,0,15783,current,Jan-May,2020
Nigeria,49004,12251,0,61255,current,Jan-May,2020
Nigeria,72073,21198,0,93271,current,Jan-May,2020
Nigeria,49649,6533,0,56181,current,Jan-May,2020
Nigeria,36998,7400,0,44397,current,Jan-May,2020
Nigeria,23012,0,0,23012,current,Jan-May,2020
Nigeria,41886,0,0,41886,current,Sep-Dec,2020
Nigeria,55733,0,0,55733,current,Sep-Dec,2020
Nigeria,45220,0,0,45220,current,Sep-Dec,2020
Nigeria,31237,0,0,31237,current,Sep-Dec,2020
Nigeria,34697,0,0,34697,current,Sep-Dec,2020
Nigeria,35914,0,0,35914,current,Sep-Dec,2020
Nigeria,15888,0,0,15888,current,Sep-Dec,2020
Nigeria,44820,0,0,44820,current,Sep-Dec,2020
Nigeria,29602,0,0,29602,current,Sep-Dec,2020
Nigeria,40054,6826,0,46880,current,Sep-Dec,2020
Nigeria,25867,0,0,25867,current,Sep-Dec,2020
Nigeria,35875,0,0,35875,current,Sep-Dec,2020
Nigeria,41306,0,0,41306,current,Sep-Dec,2020
Nigeria,11857,0,0,11857,current,Sep-Dec,2020
Nigeria,10170,0,0,10170,current,Sep-Dec,2020
Nigeria,22927,0,0,22927,current,Sep-Dec,2020
Nigeria,39510,0,0,39510,current,Sep-Dec,2020
Nigeria,45826,0,0,45826,current,Sep-Dec,2020
Nigeria,11434,0,0,11434,current,Sep-Dec,2020
Nigeria,15626,0,0,15626,current,Sep-Dec,2020
Nigeria,15354,0,0,15354,current,Sep-Dec,2020
Nigeria,10521,0,0,10521,current,Sep-Dec,2020
Nigeria,15772,0,0,15772,current,Sep-Dec,2020
Nigeria,1345,0,0,1345,current,Sep-Dec,2020
Nigeria,9641,0,0,9641,current,Sep-Dec,2020
Nigeria,4018,0,0,4018,current,Sep-Dec,2020
Nigeria,1436,0,0,1436,current,Sep-Dec,2020
Nigeria,4573,0,0,4573,current,Sep-Dec,2020
Nigeria,8958,0,0,8958,current,Sep-Dec,2020
Nigeria,5013,0,0,5013,current,Sep-Dec,2020
Nigeria,14692,0,0,14692,current,Sep-Dec,2020
Nigeria,7530,0,0,7530,current,Sep-Dec,2020
Nigeria,14179,0,0,14179,current,Sep-Dec,2020
Nigeria,4715,0,0,4715,current,Sep-Dec,2020
Nigeria,16831,0,0,16831,current,Sep-Dec,2020
Nigeria,18550,0,0,18550,current,Sep-Dec,2020
Nigeria,11211,0,0,11211,current,Sep-Dec,2020
Nigeria,7026,0,0,7026,current,Sep-Dec,2020
Nigeria,11191,0,0,11191,current,Sep-Dec,2020
Nigeria,9160,0,0,9160,current,Sep-Dec,2020
Nigeria,12230,0,0,12230,current,Sep-Dec,2020
Nigeria,11685,0,0,11685,current,Sep-Dec,2020
Nigeria,13788,0,0,13788,current,Sep-Dec,2020
Nigeria,14280,0,0,14280,current,Sep-Dec,2020
Nigeria,13726,0,0,13726,current,Sep-Dec,2020
Nigeria,15137,0,0,15137,current,Sep-Dec,2020
Nigeria,13210,0,0,13210,current,Sep-Dec,2020
Nigeria,10323,0,0,10323,current,Sep-Dec,2020
Nigeria,13715,0,0,13715,current,Sep-Dec,2020
Nigeria,16498,0,0,16498,current,Sep-Dec,2020
Nigeria,7701,0,0,7701,current,Sep-Dec,2020
Nigeria,5585,0,0,5585,current,Sep-Dec,2020
Nigeria,8865,0,0,8865,current,Sep-Dec,2020
Nigeria,9416,0,0,9416,current,Sep-Dec,2020
Nigeria,3620,0,0,3620,current,Sep-Dec,2020
Nigeria,2946,0,0,2946,current,Sep-Dec,2020
Nigeria,5613,0,0,5613,current,Sep-Dec,2020
Nigeria,3519,0,0,3519,current,Sep-Dec,2020
Nigeria,3987,0,0,3987,current,Sep-Dec,2020
Nigeria,8109,0,0,8109,current,Sep-Dec,2020
Nigeria,3005,0,0,3005,current,Sep-Dec,2020
Nigeria,5129,0,0,5129,current,Sep-Dec,2020
Nigeria,5345,0,0,5345,current,Sep-Dec,2020
Nigeria,2152,0,0,2152,current,Sep-Dec,2020
Nigeria,49490,4949,0,54439,current,Sep-Dec,2020
Nigeria,183996,14154,0,198150,current,Sep-Dec,2020
Nigeria,82080,1225,0,83305,current,Sep-Dec,2020
Nigeria,125084,14103,0,139186,current,Sep-Dec,2020
Nigeria,89680,0,0,89680,current,Sep-Dec,2020
Nigeria,74720,4981,0,79702,current,Sep-Dec,2020
Nigeria,20353,0,0,20353,current,Sep-Dec,2020
Nigeria,15377,0,0,15377,current,Sep-Dec,2020
Nigeria,6402,0,0,6402,current,Sep-Dec,2020
Nigeria,6089,0,0,6089,current,Sep-Dec,2020
Nigeria,4512,0,0,4512,current,Sep-Dec,2020
Nigeria,4564,0,0,4564,current,Sep-Dec,2020
Nigeria,6241,0,0,6241,current,Sep-Dec,2020
Nigeria,7111,0,0,7111,current,Sep-Dec,2020
Nigeria,8072,0,0,8072,current,Sep-Dec,2020
Nigeria,5883,0,0,5883,current,Sep-Dec,2020
Nigeria,4162,0,0,4162,current,Sep-Dec,2020
Nigeria,18419,0,0,18419,current,Sep-Dec,2020
Nigeria,19776,0,0,19776,current,Sep-Dec,2020
Nigeria,15786,0,0,15786,current,Sep-Dec,2020
Nigeria,14522,0,0,14522,current,Sep-Dec,2020
Nigeria,37221,0,0,37221,current,Sep-Dec,2020
Nigeria,17961,0,0,17961,current,Sep-Dec,2020
Nigeria,26818,0,0,26818,current,Sep-Dec,2020
Nigeria,22948,0,0,22948,current,Sep-Dec,2020
Nigeria,19441,0,0,19441,current,Sep-Dec,2020
Nigeria,6021,0,0,6021,current,Sep-Dec,2020
Nigeria,15543,0,0,15543,current,Sep-Dec,2020
Nigeria,16795,0,0,16795,current,Sep-Dec,2020
Nigeria,14228,0,0,14228,current,Sep-Dec,2020
Nigeria,10704,0,0,10704,current,Sep-Dec,2020
Nigeria,7914,0,0,7914,current,Sep-Dec,2020
Nigeria,16475,0,0,16475,current,Sep-Dec,2020
Nigeria,6356,0,0,6356,current,Sep-Dec,2020
Nigeria,11625,0,0,11625,current,Sep-Dec,2020
Nigeria,8229,0,0,8229,current,Sep-Dec,2020
Nigeria,9959,0,0,9959,current,Sep-Dec,2020
Nigeria,12468,0,0,12468,current,Sep-Dec,2020
Nigeria,13698,0,0,13698,current,Sep-Dec,2020
Nigeria,14885,0,0,14885,current,Sep-Dec,2020
Nigeria,5989,0,0,5989,current,Sep-Dec,2020
Nigeria,10430,0,0,10430,current,Sep-Dec,2020
Nigeria,10201,0,0,10201,current,Sep-Dec,2020
Nigeria,7399,0,0,7399,current,Sep-Dec,2020
Nigeria,46614,0,0,46614,current,Sep-Dec,2020
Nigeria,67109,0,0,67109,current,Sep-Dec,2020
Nigeria,77652,0,0,77652,current,Sep-Dec,2020
Nigeria,77652,0,0,77652,current,Sep-Dec,2020
Nigeria,65722,0,0,65722,current,Sep-Dec,2020
Nigeria,72600,0,0,72600,current,Sep-Dec,2020
Nigeria,19795,0,0,19795,current,Sep-Dec,2020
Nigeria,20476,0,0,20476,current,Sep-Dec,2020
Nigeria,29518,0,0,29518,current,Sep-Dec,2020
Nigeria,14612,0,0,14612,current,Sep-Dec,2020
Nigeria,35726,0,0,35726,current,Sep-Dec,2020
Nigeria,15413,0,0,15413,current,Sep-Dec,2020
Nigeria,30638,0,0,30638,current,Sep-Dec,2020
Nigeria,30269,0,0,30269,current,Sep-Dec,2020
Nigeria,42798,0,0,42798,current,Sep-Dec,2020
Nigeria,35146,0,0,35146,current,Sep-Dec,2020
Nigeria,62689,0,0,62689,current,Sep-Dec,2020
Nigeria,56913,0,0,56913,current,Sep-Dec,2020
Nigeria,53805,0,0,53805,current,Sep-Dec,2020
Nigeria,39349,0,0,39349,current,Sep-Dec,2020
Nigeria,49861,0,0,49861,current,Sep-Dec,2020
Nigeria,34135,0,0,34135,current,Sep-Dec,2020
Nigeria,71880,0,0,71880,current,Sep-Dec,2020
Nigeria,33271,0,0,33271,current,Sep-Dec,2020
Nigeria,17915,0,0,17915,current,Sep-Dec,2020
Nigeria,15898,0,0,15898,current,Sep-Dec,2020
Nigeria,9425,0,0,9425,current,Sep-Dec,2020
Nigeria,22431,0,0,22431,current,Sep-Dec,2020
Nigeria,28430,0,0,28430,current,Sep-Dec,2020
Nigeria,23390,0,0,23390,current,Sep-Dec,2020
Nigeria,11369,0,0,11369,current,Sep-Dec,2020
Nigeria,10939,0,0,10939,current,Sep-Dec,2020
Nigeria,29496,0,0,29496,current,Sep-Dec,2020
Nigeria,47385,0,0,47385,current,Sep-Dec,2020
Nigeria,17626,0,0,17626,current,Sep-Dec,2020
Nigeria,28926,0,0,28926,current,Sep-Dec,2020
Nigeria,10476,0,0,10476,current,Sep-Dec,2020
Nigeria,17448,0,0,17448,current,Sep-Dec,2020
Nigeria,2567,0,0,2567,current,Sep-Dec,2020
Nigeria,4422,0,0,4422,current,Sep-Dec,2020
Nigeria,3344,0,0,3344,current,Sep-Dec,2020
Nigeria,3912,0,0,3912,current,Sep-Dec,2020
Nigeria,3356,0,0,3356,current,Sep-Dec,2020
Nigeria,2918,0,0,2918,current,Sep-Dec,2020
Nigeria,2434,0,0,2434,current,Sep-Dec,2020
Nigeria,1751,0,0,1751,current,Sep-Dec,2020
Nigeria,3497,0,0,3497,current,Sep-Dec,2020
Nigeria,1643,0,0,1643,current,Sep-Dec,2020
Nigeria,2211,0,0,2211,current,Sep-Dec,2020
Nigeria,1567,0,0,1567,current,Sep-Dec,2020
Nigeria,2506,0,0,2506,current,Sep-Dec,2020
Nigeria,2743,0,0,2743,current,Sep-Dec,2020
Nigeria,2982,0,0,2982,current,Sep-Dec,2020
Nigeria,3050,0,0,3050,current,Sep-Dec,2020
Nigeria,2772,0,0,2772,current,Sep-Dec,2020
Nigeria,2394,0,0,2394,current,Sep-Dec,2020
Nigeria,2574,0,0,2574,current,Sep-Dec,2020
Nigeria,3296,0,0,3296,current,Sep-Dec,2020
Nigeria,2289,0,0,2289,current,Sep-Dec,2020
Nigeria,2203,0,0,2203,current,Sep-Dec,2020
Nigeria,4245,0,0,4245,current,Sep-Dec,2020
Nigeria,2356,0,0,2356,current,Sep-Dec,2020
Nigeria,3617,0,0,3617,current,Sep-Dec,2020
Nigeria,3979,0,0,3979,current,Sep-Dec,2020
Nigeria,3220,0,0,3220,current,Sep-Dec,2020
Nigeria,3633,0,0,3633,current,Sep-Dec,2020
Nigeria,2998,0,0,2998,current,Sep-Dec,2020
Nigeria,31651,0,0,31651,current,Sep-Dec,2020
Nigeria,34801,0,0,34801,current,Sep-Dec,2020
Nigeria,22934,0,0,22934,current,Sep-Dec,2020
Nigeria,18950,0,0,18950,current,Sep-Dec,2020
Nigeria,28432,0,0,28432,current,Sep-Dec,2020
Nigeria,28031,0,0,28031,current,Sep-Dec,2020
Nigeria,30537,0,0,30537,current,Sep-Dec,2020
Nigeria,53260,0,0,53260,current,Sep-Dec,2020
Nigeria,19537,0,0,19537,current,Sep-Dec,2020
Nigeria,25797,0,0,25797,current,Sep-Dec,2020
Nigeria,31007,0,0,31007,current,Sep-Dec,2020
Nigeria,6177,0,0,6177,current,Sep-Dec,2020
Nigeria,4596,0,0,4596,current,Sep-Dec,2020
Nigeria,6845,0,0,6845,current,Sep-Dec,2020
Nigeria,3680,0,0,3680,current,Sep-Dec,2020
Nigeria,5149,0,0,5149,current,Sep-Dec,2020
Nigeria,4608,0,0,4608,current,Sep-Dec,2020
Nigeria,2994,0,0,2994,current,Sep-Dec,2020
Nigeria,6143,0,0,6143,current,Sep-Dec,2020
Nigeria,5366,0,0,5366,current,Sep-Dec,2020
Nigeria,5207,0,0,5207,current,Sep-Dec,2020
Nigeria,4168,0,0,4168,current,Sep-Dec,2020
Nigeria,4750,0,0,4750,current,Sep-Dec,2020
Nigeria,22756,0,0,22756,current,Sep-Dec,2020
Nigeria,22118,0,0,22118,current,Sep-Dec,2020
Nigeria,19098,0,0,19098,current,Sep-Dec,2020
Nigeria,29587,0,0,29587,current,Sep-Dec,2020
Nigeria,34268,0,0,34268,current,Sep-Dec,2020
Nigeria,31864,0,0,31864,current,Sep-Dec,2020
Nigeria,37023,0,0,37023,current,Sep-Dec,2020
Nigeria,27835,0,0,27835,current,Sep-Dec,2020
Nigeria,17322,0,0,17322,current,Sep-Dec,2020
Nigeria,25874,0,0,25874,current,Sep-Dec,2020
Nigeria,21411,0,0,21411,current,Sep-Dec,2020
Nigeria,3039,0,0,3039,current,Sep-Dec,2020
Nigeria,12168,0,0,12168,current,Sep-Dec,2020
Nigeria,5597,0,0,5597,current,Sep-Dec,2020
Nigeria,6844,0,0,6844,current,Sep-Dec,2020
Nigeria,8958,0,0,8958,current,Sep-Dec,2020
Nigeria,3847,0,0,3847,current,Sep-Dec,2020
Nigeria,7013,0,0,7013,current,Sep-Dec,2020
Nigeria,7871,0,0,7871,current,Sep-Dec,2020
Nigeria,8595,0,0,8595,current,Sep-Dec,2020
Nigeria,9071,0,0,9071,current,Sep-Dec,2020
Nigeria,5271,0,0,5271,current,Sep-Dec,2020
Nigeria,10782,0,0,10782,current,Sep-Dec,2020
Nigeria,6623,0,0,6623,current,Sep-Dec,2020
Nigeria,6726,0,0,6726,current,Sep-Dec,2020
Nigeria,24033,0,0,24033,current,Sep-Dec,2020
Nigeria,10851,0,0,10851,current,Sep-Dec,2020
Nigeria,11425,0,0,11425,current,Sep-Dec,2020
Nigeria,8310,0,0,8310,current,Sep-Dec,2020
Nigeria,11519,0,0,11519,current,Sep-Dec,2020
Nigeria,9111,0,0,9111,current,Sep-Dec,2020
Nigeria,14979,0,0,14979,current,Sep-Dec,2020
Nigeria,35869,0,0,35869,current,Sep-Dec,2020
Nigeria,50384,0,0,50384,current,Sep-Dec,2020
Nigeria,43395,0,0,43395,current,Sep-Dec,2020
Nigeria,34443,0,0,34443,current,Sep-Dec,2020
Nigeria,32818,0,0,32818,current,Sep-Dec,2020
Nigeria,31240,0,0,31240,current,Sep-Dec,2020
Nigeria,56983,0,0,56983,current,Sep-Dec,2020
Nigeria,65398,,,65398,current,Sep-Dec,2020
Nigeria,26028,0,0,26028,current,Sep-Dec,2020
Nigeria,36038,0,0,36038,current,Sep-Dec,2020
Nigeria,16137,0,0,16137,current,Sep-Dec,2020
Nigeria,18178,0,0,18178,current,Sep-Dec,2020
Nigeria,27795,0,0,27795,current,Sep-Dec,2020
Nigeria,32316,0,0,32316,current,Sep-Dec,2020
Nigeria,41406,0,0,41406,current,Sep-Dec,2020
Nigeria,37788,0,0,37788,current,Sep-Dec,2020
Nigeria,14615,0,0,14615,current,Sep-Dec,2020
Nigeria,10981,0,0,10981,current,Sep-Dec,2020
Nigeria,33127,0,0,33127,current,Sep-Dec,2020
Nigeria,29821,0,0,29821,current,Sep-Dec,2020
Nigeria,34782,0,0,34782,current,Sep-Dec,2020
Nigeria,38257,0,0,38257,current,Sep-Dec,2020
Nigeria,41247,0,0,41247,current,Sep-Dec,2020
Nigeria,33788,0,0,33788,current,Sep-Dec,2020
Nigeria,15670,0,0,15670,current,Sep-Dec,2020
Nigeria,18653,0,0,18653,current,Sep-Dec,2020
Nigeria,19694,0,0,19694,current,Sep-Dec,2020
Nigeria,9160,0,0,9160,current,Sep-Dec,2020
Nigeria,45357,0,0,45357,current,Sep-Dec,2020
Nigeria,32304,0,0,32304,current,Sep-Dec,2020
Nigeria,13671,0,0,13671,current,Sep-Dec,2020
Nigeria,5322,0,0,5322,current,Sep-Dec,2020
Nigeria,4968,0,0,4968,current,Sep-Dec,2020
Nigeria,3683,0,0,3683,current,Sep-Dec,2020
Nigeria,8907,0,0,8907,current,Sep-Dec,2020
Nigeria,5635,0,0,5635,current,Sep-Dec,2020
Nigeria,2857,0,0,2857,current,Sep-Dec,2020
Nigeria,4218,0,0,4218,current,Sep-Dec,2020
Nigeria,3117,0,0,3117,current,Sep-Dec,2020
Nigeria,5847,0,0,5847,current,Sep-Dec,2020
Nigeria,6080,0,0,6080,current,Sep-Dec,2020
Nigeria,4738,0,0,4738,current,Sep-Dec,2020
Nigeria,29616,1974,0,31590,current,Sep-Dec,2020
Nigeria,31784,2119,0,33903,current,Sep-Dec,2020
Nigeria,23135,1542,0,24677,current,Sep-Dec,2020
Nigeria,24939,1663,0,26602,current,Sep-Dec,2020
Nigeria,53047,3536,0,56583,current,Sep-Dec,2020
Nigeria,46412,3094,0,49506,current,Sep-Dec,2020
Nigeria,22842,1523,0,24365,current,Sep-Dec,2020
Nigeria,34207,2280,0,36488,current,Sep-Dec,2020
Nigeria,62187,8292,0,70478,current,Sep-Dec,2020
Nigeria,46050,6140,0,52190,current,Sep-Dec,2020
Nigeria,55599,7413,0,63012,current,Sep-Dec,2020
Nigeria,25544,3406,0,28950,current,Sep-Dec,2020
Nigeria,39849,5313,0,45162,current,Sep-Dec,2020
Nigeria,36214,4829,0,41043,current,Sep-Dec,2020
Nigeria,43686,5825,0,49511,current,Sep-Dec,2020
Nigeria,38774,5170,0,43944,current,Sep-Dec,2020
Nigeria,26380,0,0,26380,current,Sep-Dec,2020
Nigeria,28389,0,0,28389,current,Sep-Dec,2020
Nigeria,25398,0,0,25398,current,Sep-Dec,2020
Nigeria,26936,0,0,26936,current,Sep-Dec,2020
Nigeria,34384,0,0,34384,current,Sep-Dec,2020
Nigeria,11581,0,0,11581,current,Sep-Dec,2020
Nigeria,17016,0,0,17016,current,Sep-Dec,2020
Nigeria,2721,0,0,2721,current,Sep-Dec,2020
Nigeria,4252,0,0,4252,current,Sep-Dec,2020
Nigeria,5876,0,0,5876,current,Sep-Dec,2020
Nigeria,2884,0,0,2884,current,Sep-Dec,2020
Nigeria,2723,0,0,2723,current,Sep-Dec,2020
Nigeria,3869,0,0,3869,current,Sep-Dec,2020
Nigeria,6395,0,0,6395,current,Sep-Dec,2020
Nigeria,2641,0,0,2641,current,Sep-Dec,2020
Nigeria,8046,0,0,8046,current,Sep-Dec,2020
Nigeria,2766,0,0,2766,current,Sep-Dec,2020
